"	192",柳林,2017-07-11,0,0,
"	192",柳林,2017-07-12,,,
"	192",柳林,2017-07-13,,,
"	192",柳林,2017-07-14,0,0,
"	192",柳林,2017-07-15,0,0,
"	192",柳林,2017-07-16,,,
"	192",柳林,2017-07-17,4.8,4,17:14
"	192",柳林,2017-07-18,1.9,1,0:01
"	192",柳林,2017-07-19,,,
"	192",柳林,2017-07-20,,,
"	192",柳林,2017-07-21,,,
"	192",柳林,2017-07-22,,,
"	192",柳林,2017-07-23,,,
"	192",柳林,2017-07-24,0.1,0.1,
"	192",柳林,2017-07-25,17.2,15,17:10
"	192",柳林,2017-07-26,,,
"	192",柳林,2017-07-27,,,
"	192",柳林,2017-07-28,,,
"	192",柳林,2017-07-29,,,
"	192",柳林,2017-07-30,,,
"	192",柳林,2017-07-31,38.2,21.2,16:59
"	192",柳林,2017-08-01,,,
"	192",柳林,2017-08-02,,,
"	192",柳林,2017-08-03,,,
"	192",柳林,2017-08-04,,,
"	192",柳林,2017-08-05,,,
"	192",柳林,2017-08-06,,,
"	192",柳林,2017-08-07,,,
"	192",柳林,2017-08-08,0,0,
"	192",柳林,2017-08-09,0.2,0.2,
"	192",柳林,2017-08-10,,,
"	192",柳林,2017-08-11,28.8,27.7,15:52
"	192",柳林,2017-08-12,0,0,
"	192",柳林,2017-08-13,1.6,0.7,19:06
"	192",柳林,2017-08-14,48.5,10.7,8:44
"	192",柳林,2017-08-15,5.7,2.1,9:09
"	192",柳林,2017-08-16,0.8,0.8,3:01
"	192",柳林,2017-08-17,0.8,0.8,22:38
"	192",柳林,2017-08-18,0,0,
"	192",柳林,2017-08-19,12.8,12.8,12:25
"	192",柳林,2017-08-20,26.2,8.3,22:51
"	192",柳林,2017-08-21,20.2,5.7,21:02
"	192",柳林,2017-08-22,8.1,6.9,11:01
"	192",柳林,2017-08-23,11.6,11.1,0:56
"	192",柳林,2017-08-24,0.3,0.3,15:01
"	192",柳林,2017-08-25,0.8,0.8,7:15
"	192",柳林,2017-08-26,,,
"	192",柳林,2017-08-27,,,
"	192",柳林,2017-08-28,,,
"	192",柳林,2017-08-29,0,0,
"	192",柳林,2017-08-30,,,
"	192",柳林,2017-08-31,,,
"	192",柳林,2017-09-01,,,
"	192",柳林,2017-09-02,,,
"	192",柳林,2017-09-03,,,
"	192",柳林,2017-09-04,,,
